username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
DonChampionTV,2012-07-21 13:36,0,0,Aurora Police: 84 leads have come from calls to Tip Line. Call 720/913-STOP if you have any details on James Holmes .,,,,226777691163082752,https://twitter.com/DonChampionTV/status/226777691163082752
mgreco84,2012-07-22 18:13,0,0,RT @AP : AP VIDEO: Pope Benedict says he is deeply shocked by Colorado #theatershooting : http:// apne.ws/OdLxai,,@AP,#theatershooting,227209797513117696,https://twitter.com/mgreco84/status/227209797513117696
RaycomNews,2012-07-26 05:17,0,0,Region8News http:// bit.ly/QJQzlc Report: #Aurora shooting suspect mailed notebook to professor http://www. kait8.com/story/19113088 /report-aurora-shooting-suspect-mailed-notebook-to-professor … #JamesHolmes,,,#Aurora #JamesHolmes,228463954022776833,https://twitter.com/RaycomNews/status/228463954022776833
politicsnew,2012-07-22 06:44,0,0,Batman Poster Found in Apartment of Aurora Shooting Suspect James Holmes http:// ff.im/-1194o5,,,,227036392914550784,https://twitter.com/politicsnew/status/227036392914550784
carrizo_ortiz,2012-07-22 14:37,2,0,"Si James Holmes hubiese entrado por la puerta del lado, estaríamos diciendo que Pixar incita a la violencia. Ridículo.",,,,227155524888702976,https://twitter.com/carrizo_ortiz/status/227155524888702976
lrobertson94,2012-07-21 02:12,0,0,"If not now in times like these that we show God's unconditional love to everyone, even the shooter, then when? #theatershooting",,,#theatershooting,226605447585615872,https://twitter.com/lrobertson94/status/226605447585615872
Manuelgcmx,2012-07-22 17:33,0,0,"@CJ191988 Lets get #DarkKnightRises star Christian Bale 2 visit Aurora #TheaterShooting RT,Sign. https://www. change.org/petitions/chri stian-bale-batman-visit-the-children-victims-of-the-theater-shooting?share_id=IMEtuMqgbU&utm_campaign=petition_page&utm_medium=twitter&utm_source=share_petition&utm_source=share_petition&utm_medium=twitter … #BaleOutAurora",,@CJ191988,#DarkKnightRises #TheaterShooting #BaleOutAurora,227199741128232960,https://twitter.com/Manuelgcmx/status/227199741128232960
TheFourthAmeobi,2012-07-23 13:52,0,0,Poor bastard named James Holmes is getting hate tweets because the fucking stupid general masses are confusing him for the killer. Morons.,,,,227506376618958848,https://twitter.com/TheFourthAmeobi/status/227506376618958848
On_The_BRlNK,2012-07-25 11:38,0,0,http:// in.mobile.reuters.com/article/idINL2 E8IPC2B20120725?irpc=932 … #Aurora12 #theatershooting #joker #jokernotebook,,,#Aurora12 #theatershooting #joker #jokernotebook,228197463733968896,https://twitter.com/On_The_BRlNK/status/228197463733968896
Save_AmericaNow,2012-07-21 09:54,1,0,"""The booby traps were set up to kill whoever opened the door"" #theatershooting",,,#theatershooting,226721882341253120,https://twitter.com/Save_AmericaNow/status/226721882341253120
channel1atlanta,2012-07-24 14:56,0,0,#BREAKING Photo: Christian Bale meeting with #Aurora #theatershooting victim Carey Rottman. pic.twitter.com/Gvkedo5D http:// bit.ly/OXswJi,,,#BREAKING #Aurora #theatershooting,227885086127828992,https://twitter.com/channel1atlanta/status/227885086127828992
celebrityreport,2012-07-20 16:05,0,0,"'Dark Knight Rises' Director Christopher Nolan -- James Holmes is a Savage: ""Dark Knight Rises"" director Christo... http:// bit.ly/PrSbP3",,,,226452705563000834,https://twitter.com/celebrityreport/status/226452705563000834
24Dunbar,2012-07-21 12:06,1,0,Lost a guy today from the #theatershooting they took him off life support #PrayForColorado,,,#theatershooting #PrayForColorado,226754968978329600,https://twitter.com/24Dunbar/status/226754968978329600
Blackkstar,2012-07-21 13:14,0,0,"Smh RT @nydailynews : Jailed shooting suspect James Holmes is 'spitting on guards,' thinks he's in a movie http:// nydn.us/NGkZCJ #Aurora",,@nydailynews,#Aurora,226772155583574016,https://twitter.com/Blackkstar/status/226772155583574016
MGHuff,2012-07-23 04:49,0,0,"RT @NYT_JenPreston : Multimedia: ""Portraits of the Victims in Colorado"" http:// nyti.ms/MuyGEp by @emmagf @moore_lori #Aurora #theatershooting",,@NYT_JenPreston @emmagf @moore_lori,#Aurora #theatershooting,227369720909807616,https://twitter.com/MGHuff/status/227369720909807616
Allyy_91,2012-07-21 00:12,0,0,"The people of Aurora, CO have been on my mind all day. A senseless and horrific act. I hope they can find answers #theatershooting",,,#theatershooting,226575468613206016,https://twitter.com/Allyy_91/status/226575468613206016
Just_For_Lols,2012-07-21 13:31,0,0,James Holmes : saw on facebook page AwesomeCat and found it pretty funny http:// bit.ly/OOevkQ,,,,226776396037492736,https://twitter.com/Just_For_Lols/status/226776396037492736
iPhones2iPads,2012-07-22 10:38,0,0,"✺ iPHONESandiPADS: Video of Alleged Theater Shooter Emerges Online: ◙ James Holmes , 24, accused... http:// goo.gl/HLt2R #iOS6 #iPhone #iPad",,,#iOS6 #iPhone #iPad,227095183051853824,https://twitter.com/iPhones2iPads/status/227095183051853824
nashawnj,2012-07-24 06:05,0,0,that #theatershooting has me all sad and subdued this morning...,,,#theatershooting,227751356394532864,https://twitter.com/nashawnj/status/227751356394532864
News247_co,2012-07-24 21:24,0,0,News: Daily News writer has no trouble arming up at stores that James Holmes ... - New York Daily News http://www. news247.co/36727,,,,227982687598686208,https://twitter.com/News247_co/status/227982687598686208
moviestaral,2012-07-21 14:59,11,1,“ @HuffingtonPost : Mother of 6-year-old who died at #theatershooting 2fragile 2b told of daughter's death http:// huff.to/MRXylv ” @sinbadbad,,@HuffingtonPost @sinbadbad,#theatershooting,226798474484670464,https://twitter.com/moviestaral/status/226798474484670464
ChristelijkNws,2012-07-24 07:04,0,0,"CP World Report: James Holmes , Iraq, Arms Treaty, Penn State, Greece http:// dlvr.it/1vLkrR",,,,227766110144049152,https://twitter.com/ChristelijkNws/status/227766110144049152
brycemod_,2012-07-25 12:31,0,0,He jammed james holmes gun,,,,228210766778601472,https://twitter.com/brycemod_/status/228210766778601472
bbwraven,2012-07-24 14:55,0,0,Bale rules! RT @robkris13 : RT @DenverChannel #ChristianBale meeting with #Aurora #theatershooting victim Carey Rottman. pic.twitter.com/omaRHbZh,,@robkris13 @DenverChannel,#ChristianBale #Aurora #theatershooting,227884714210508800,https://twitter.com/bbwraven/status/227884714210508800
Randomante,2012-07-25 04:44,0,0,"Christian Bale ripreso mentre visita in ospedale le vittime della strage di Denver. James Holmes : ""Why so serious?""",,,,228093266359377920,https://twitter.com/Randomante/status/228093266359377920
oyotsutono,2012-07-22 13:17,0,0,"Suspect spooked gun range manager: Colorado massacre suspect James Holmes applied to join a gun range in June, b... http:// bit.ly/PxHTgk",,,,227135378799357953,https://twitter.com/oyotsutono/status/227135378799357953
Burnsie_SEO,2012-07-23 12:15,0,0,RAW VIDEO: Full court appearance of James Holmes http:// bit.ly/OmLlFP,,,,227482079443685376,https://twitter.com/Burnsie_SEO/status/227482079443685376
taliat_,2012-07-23 13:14,0,0,vou procurar no sistema se existe algum advogado chamado James Holmes .,,,,227496866315649025,https://twitter.com/taliat_/status/227496866315649025
wauns,2012-07-21 11:04,0,0,"RT @funnyorfact : If James Holmes was Muslim, he'd would be 'terrorist'. If he was Black, he'd be a 'thug'. But ... http:// m.tmi.me/tRPBg",,@funnyorfact,,226739495402369024,https://twitter.com/wauns/status/226739495402369024
KirkSiegler,2012-07-22 09:28,0,0,Photo: make shift memorial outside Movie theater where #theatershooting occurred pic.twitter.com/ZKW8z9a1,,,#theatershooting,227077567100882944,https://twitter.com/KirkSiegler/status/227077567100882944
castilla2080,2012-07-21 09:52,0,0,James Holmes : de estudiante brillante a siniestro 'Guasón' http:// on-msn.com/NEUYUi vía @msncol,,@msncol,,226721389309210624,https://twitter.com/castilla2080/status/226721389309210624
News_worldwide,2012-07-24 10:13,0,0,Blutbad im Kino: Familie von James Holmes äußert sich - Main-Netz: euronewsBlutbad im Kino: Familie von James Ho... http:// bit.ly/OuMdIv,,,,227813672418942976,https://twitter.com/News_worldwide/status/227813672418942976
actual_FM,2012-07-23 16:17,0,0,Fiscales pedirán pena de muerte para el joven James Holmes . http://www. radioactualfm.com/pena-de-muerte -joven-holmes/ …,,,,227542953592229888,https://twitter.com/actual_FM/status/227542953592229888
SGHelus,2012-07-23 10:41,0,1,"When we take god out of everything in our lives, how in the world are we surprised when all hell breaks loose? #TheaterShooting #needsgod",,,#TheaterShooting #needsgod,227458473087090688,https://twitter.com/SGHelus/status/227458473087090688
jessylatestnews,2012-07-25 11:05,0,0,Colorado Theater Shootings: James Holmes Asks How 'Dark Knight Rises' Ends (Report): http:// adf.ly/B83aI,,,,228189284358819840,https://twitter.com/jessylatestnews/status/228189284358819840
ambington8,2012-07-24 10:13,0,0,"@ArjenMagnus1 No, they called and asked if her son was James Holmes and she replied ""Yes, you have the right person"" referring to herself.",,@ArjenMagnus1,,227813813091708928,https://twitter.com/ambington8/status/227813813091708928
annerigsby,2012-07-25 10:10,0,0,“ @theleftfails : Does anyone else find it disturbing that within 3 days we know more about #JamesHolmes than we do Obama?” @realDonaldTrump ?,,@theleftfails @realDonaldTrump,#JamesHolmes,228175483114758144,https://twitter.com/annerigsby/status/228175483114758144
amirco1,2012-07-22 11:16,0,0,James Holmes Confirmed as Client on Adult Dating Site - The ...: James Holmes has been confirmed as having a pro... http:// bit.ly/OUR8WZ,,,,227104963900350464,https://twitter.com/amirco1/status/227104963900350464
SamSifton,2012-07-20 15:30,5,0,"Latest on #theatershooting suspect, from the team at @nytimes : http://www. nytimes.com/2012/07/21/us/ colorado-mall-shooting.html?hp …",,@nytimes,#theatershooting,226444102101782528,https://twitter.com/SamSifton/status/226444102101782528
AZ_Stocks,2012-07-25 05:32,0,0,James Holmes -- Possible Prostitute Connection - TMZ has obtained information which may show Colorado shooter James ... http:// ow.ly/1lCG7g,,,,228105372806811649,https://twitter.com/AZ_Stocks/status/228105372806811649
FarioAlberto,2012-07-25 21:49,0,0,#CosasQuePasanEnElCine entra James Holmes y los mata a todos,,,#CosasQuePasanEnElCine,228351235454038017,https://twitter.com/FarioAlberto/status/228351235454038017
Laurennaz,2012-07-20 14:42,0,0,"Lol James Holmes you and your ""mental illness"" bullshit",,,,226431852930543616,https://twitter.com/Laurennaz/status/226431852930543616
jbwharris,2012-07-24 05:28,1,0,The media keeps saying James Holmes dyed his hair red to be like The Joker. #newsflash The Joker's hair has pretty much always been green,,,#newsflash,227741960046264320,https://twitter.com/jbwharris/status/227741960046264320
LisaGareyYYC,2012-07-22 13:42,0,0,Huh??? RT @HuffingtonPost : Westboro Baptist Church plan to picket #theatershooting memorial http:// huff.to/LHaHCL,,@HuffingtonPost,#theatershooting,227141700085231618,https://twitter.com/LisaGareyYYC/status/227141700085231618
BlueOsprey,2012-07-21 12:00,0,0,@Mitchell_Beck anyone can be “qualified”. James Holmes was qualified own the weapons he purchased and he decided to shoot 70 people.,,@Mitchell_Beck,,226753614448840705,https://twitter.com/BlueOsprey/status/226753614448840705
peteandcaz66,2012-07-20 15:28,0,0,"#theatershooting and Colorado gets a name for itself again!Is there simething wrong with uni students there,and he lioked like the other two",,,#theatershooting,226443506003091456,https://twitter.com/peteandcaz66/status/226443506003091456
oCindyPooho,2012-07-23 15:12,0,0,James Holmes -- Bomb Squad Responds to CU Campus to Inspect Suspicious Package: Emergency responders raced to th... http:// bit.ly/NQyMUx,,,,227526522142089217,https://twitter.com/oCindyPooho/status/227526522142089217
milliman,2012-07-22 08:50,0,0,Why do people cry for more legislation and the gov't when a tragedy happens? #theatershooting #tcot,,,#theatershooting #tcot,227068216244064256,https://twitter.com/milliman/status/227068216244064256
vapidN8TV,2012-07-20 15:48,0,0,A reality we should face is what if he was perfectly fine. He was a Ph.D student in CO. Even applied @uofa . #theatershooting,,@uofa,#theatershooting,226448621363662849,https://twitter.com/vapidN8TV/status/226448621363662849
dowhatsamsays,2012-07-23 14:27,0,0,"James Holmes ' hair doesn't look like the Joker, I feel like that's just the media trying to relate his actions to the violence in the films",,,,227515265859067904,https://twitter.com/dowhatsamsays/status/227515265859067904
PNews01587184,2017-01-06 14:20,0,0,"No, Fort Lauderdale Shooting Suspect Esteban Santiago Is Not This Sex Offender http:// viid.me/qiyNs2 pic.twitter.com/Xab7TkgJtI",,,,817495994862473216,https://twitter.com/PNews01587184/status/817495994862473216
FOX13News,2017-01-06 18:59,2,1,Broward sheriff says shooting suspect Esteban Santiago is an American citizen. #FortLauderdale,,,#FortLauderdale,817566329599389696,https://twitter.com/FOX13News/status/817566329599389696
themute2099,2017-01-07 12:12,0,1,Why is MSM lying to us that #FortLauderdale terrorist #EstebanSantiago isn't Muslim when he was recording this on h… https:// twitter.com/i/web/status/8 17800092430180352 …,,,#FortLauderdale #EstebanSantiago,817826302690398208,https://twitter.com/themute2099/status/817826302690398208
barrymangod,2017-01-07 05:11,0,0,"@Jacquiecharles It can't be easy having to cover Guy ""El Chapo"" Philippe when the big money story is the #FLLshooting",,@Jacquiecharles,#FLLshooting,817720322036269061,https://twitter.com/barrymangod/status/817720322036269061
PfcTimmy,2017-01-11 15:28,0,0,Esteban Santiago : Gritty life on the Alaska streets http:// fw.to/8SO0HWE,,,,819325106698657792,https://twitter.com/PfcTimmy/status/819325106698657792
riverasaniel,2017-01-09 07:29,1,4,AHORA en @radioisla1320 hablando sobre el caso de la masacre protagonizada por el veterano Esteban Santiago https://www. facebook.com/RadioIsla1320A M/videos/1220541191314950/ …,,@radioisla1320,,818479729917521921,https://twitter.com/riverasaniel/status/818479729917521921
Mlaj1591,2017-01-06 20:05,0,1,Esteban Santiago -Ruiz: What we knows so far about Fort Lauderdale shooting suspect - CBS News #SmartNews http://www. cbsnews.com/news/esteban-s antiago-ruiz-fort-lauderdale-airport-shooting-suspect/ …,,,#SmartNews,817582885364527104,https://twitter.com/Mlaj1591/status/817582885364527104
rafaelacritica,2017-01-06 21:44,2,0,"Este es Esteban Santiago , el veterano de la guerra en Irak que asesinó a 5 personas en Fort Lauderdale http:// dlvr.it/N3JBl1 pic.twitter.com/4807XxQfp8",,,,817607715727884294,https://twitter.com/rafaelacritica/status/817607715727884294
vidokti,2017-01-06 12:02,0,0,"Esteban Santiago , 26, born in New Jersey.",,,,817461255434801157,https://twitter.com/vidokti/status/817461255434801157
alex_pher,2017-01-06 16:05,4,5,CNN is #FakeNews .. don't believe everything you hear on CNN. #FtLauderdaleShooting #EstebanSantiago https:// twitter.com/AirCanada/stat us/817500898985476097 …,,,#FakeNews #FtLauderdaleShooting #EstebanSantiago,817522497931382784,https://twitter.com/alex_pher/status/817522497931382784
DemocraAfrica,2017-01-06 21:01,0,0,"ALJ: US veteran arrested over Fort Lauderdale shooting - Esteban Santiago , who served in Iraq and was discharge... http:// ow.ly/pzl2508jxdO",,,,817597031690727424,https://twitter.com/DemocraAfrica/status/817597031690727424
Jarjarbug,2017-01-07 10:45,2,3,"So where did #EstebanSantiago come from? Where was he, what was he doing & with WHOM was he palling around with? If only @FBI ... never mind https:// twitter.com/aircanada/stat us/817484691783684097 …",,@FBI,#EstebanSantiago,817804406703820800,https://twitter.com/Jarjarbug/status/817804406703820800
simplyonesonya,2017-01-06 12:25,0,0,"Barely into the new year and tragedy like this is happening,thoughts and prayers to the victims and their families today #FLLShooting",,,#FLLShooting,817467028902539264,https://twitter.com/simplyonesonya/status/817467028902539264
PRinforma,2017-01-07 06:00,0,0,¿Porqué crees que el FBI no hizo nada con Esteban Santiago luego de que él mismo les informara que estaba siendo... http:// fb.me/6lbseeCc8,,,,817732545525809152,https://twitter.com/PRinforma/status/817732545525809152
